run_id,floor,floor_type,encounter,turns,damage_taken,hp_healed,current_hp,max_hp,gold,monster_count,cards_offered_count,card_picked,card_picked_name,potions_used_count,potions_gained_count
1781788845,36,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK,3,2,0,47,75,199,1,3,,,0,0
1781788845,37,monster,ENCOUNTER.FABRICATOR_NORMAL,5,1,20,66,75,210,4,3,CARD.PATTER,Patter,0,0
1781788845,38,shop,,0,0,0,66,75,23,0,5,,,0,0
1781788845,39,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL,6,3,0,63,75,35,1,3,CARD.ARSENAL,Arsenal,0,1
1781788845,40,rest_site,,0,0,0,63,75,35,0,0,,,0,0
1781788845,41,treasure,,0,0,0,63,75,71,0,0,,,0,0
1781788845,42,elite,ENCOUNTER.SOUL_NEXUS_ELITE,6,18,0,45,75,98,1,3,CARD.MANIFEST_AUTHORITY,Manifest Authority,2,0
1781788845,43,rest_site,,0,0,0,45,75,98,0,0,,,0,0
1781788845,44,elite,ENCOUNTER.KNIGHTS_ELITE,4,28,20,37,75,130,3,3,CARD.ORBIT,Orbit,0,0
1781788845,45,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL,7,20,0,17,75,143,2,3,,,0,0
1781788845,46,unknown,EVENT.SYMBIOTE,0,0,0,17,75,143,0,0,,,0,0
1781788845,47,rest_site,,0,0,22,39,75,143,0,0,,,0,0
1781788845,48,boss,ENCOUNTER.QUEEN_BOSS,7,61,25,3,75,143,2,0,,,0,0
1781782862,1,ancient,EVENT.NEOW,0,0,60,60,75,249,0,0,,,0,0
1781782862,2,monster,ENCOUNTER.NIBBITS_WEAK,3,2,0,58,75,256,1,3,CARD.GLOW,Glow,0,0
1781782862,3,unknown,ENCOUNTER.SHRINKER_BEETLE_WEAK,4,3,0,55,75,267,1,3,CARD.REFLECT,Reflect,0,0
1781782862,4,unknown,EVENT.ROOM_FULL_OF_CHEESE,0,14,0,41,75,267,0,0,,,0,0
1781782862,5,unknown,EVENT.DENSE_VEGETATION,0,8,0,33,75,350,0,0,,,0,0
1781782862,6,monster,ENCOUNTER.SLIMES_WEAK,3,0,1,34,76,358,3,3,CARD.BLACK_HOLE,Black Hole,0,1
1781782862,7,monster,ENCOUNTER.INKLETS_NORMAL,5,4,1,31,77,366,3,3,CARD.STARDUST,Stardust,0,0
1781782862,8,elite,ENCOUNTER.BYRDONIS_ELITE,6,20,1,12,78,397,1,3,CARD.HIDDEN_CACHE,Hidden Cache,1,1
1781782862,9,rest_site,,0,0,23,35,78,397,0,0,,,0,0
1781782862,10,treasure,,0,0,0,35,78,428,0,0,,,0,0
1781782862,11,monster,ENCOUNTER.OVERGROWTH_CRAWLERS,3,0,1,36,79,435,2,3,CARD.CRASH_LANDING,Crash Landing,0,0
1781782862,12,rest_site,,0,0,0,36,79,435,0,0,,,0,0
1781782862,13,monster,ENCOUNTER.NIBBITS_NORMAL,3,4,1,33,80,449,2,3,CARD.KNOW_THY_PLACE,Know Thy Place,0,0
1781782862,14,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE,3,0,1,34,81,482,1,3,CARD.COSMIC_INDIFFERENCE,Cosmic Indifference,1,0
1781782862,15,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL,4,4,1,31,82,489,2,3,CARD.GLOW,Glow,0,1
1781782862,16,rest_site,,0,0,0,31,82,489,0,0,,,0,0
1781782862,17,boss,ENCOUNTER.THE_KIN_BOSS,9,30,1,2,83,564,3,3,CARD.BOMBARDMENT,Bombardment,1,0
1781782862,18,ancient,EVENT.TEZCATARA,0,0,64,66,83,564,0,0,,,0,0
1781782862,19,monster,ENCOUNTER.EXOSKELETONS_WEAK,5,9,1,58,84,573,3,3,CARD.BEGONE,Begone,0,1
1781782862,20,shop,,0,0,0,58,84,0,0,6,,,0,0
1781782862,21,unknown,EVENT.SLIPPERY_BRIDGE,0,7,0,51,84,0,0,0,,,0,0
1781782862,22,monster,ENCOUNTER.BOWLBUGS_WEAK,2,0,1,52,85,8,2,3,CARD.BEGONE,Begone,0,0
1781782862,23,unknown,ENCOUNTER.MYTES_NORMAL,4,12,1,41,86,17,2,3,CARD.SUPERMASSIVE,Supermassive,0,1
1781782862,24,monster,ENCOUNTER.THE_OBSCURA_NORMAL,3,15,1,27,87,24,2,3,CARD.QUASAR,Quasar,0,1
1781782862,25,rest_site,,0,0,0,27,87,24,0,0,,,0,0
1781782862,26,treasure,,0,0,0,27,87,63,0,0,,,0,0
1781782862,27,monster,ENCOUNTER.OVICOPTER_NORMAL,4,1,6,32,93,76,2,3,CARD.HIDDEN_CACHE,Hidden Cache,1,0
1781782862,28,elite,ENCOUNTER.DECIMILLIPEDE_ELITE,3,14,1,19,94,108,3,6,CARD.MONARCHS_GAZE,Monarchs Gaze,2,0
1781782862,29,rest_site,,0,0,28,47,94,108,0,0,,,0,0
1781782862,30,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL,4,1,1,47,95,122,3,3,,,0,1
1781782862,31,elite,ENCOUNTER.ENTOMANCER_ELITE,1,0,1,48,96,154,1,6,CARD.MONARCHS_GAZE,Monarchs Gaze,0,1
1781782862,32,rest_site,,0,0,0,48,96,154,0,0,,,0,0
1781782862,33,boss,ENCOUNTER.THE_INSATIABLE_BOSS,6,28,1,21,97,229,1,3,CARD.MAKE_IT_SO,Make It So,1,1
1781782862,34,ancient,EVENT.VAKUU,0,0,60,81,88,229,0,0,,,0,0
1781782862,35,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK,3,0,1,82,89,243,1,3,,,0,1
1781782862,36,unknown,EVENT.THE_FUTURE_OF_POTIONS,0,0,0,82,89,243,0,3,CARD.COLLISION_COURSE,Collision Course,0,0
1781782862,37,monster,ENCOUNTER.TURRET_OPERATOR_WEAK,3,0,1,83,90,258,2,3,CARD.ASTRAL_PULSE,Astral Pulse,0,0
1781782862,38,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL,5,22,1,62,83,265,4,3,CARD.COSMIC_INDIFFERENCE,Cosmic Indifference,0,1
1781782862,39,shop,,0,0,0,62,83,12,0,6,,,0,0
1781782862,40,elite,ENCOUNTER.SOUL_NEXUS_ELITE,1,0,1,63,84,45,1,6,CARD.I_AM_INVINCIBLE,I Am Invincible,1,1
1781782862,41,treasure,,0,0,0,63,84,84,0,0,,,0,0
1781782862,42,rest_site,,0,0,0,63,84,84,0,0,,,0,0
1781782862,43,elite,ENCOUNTER.MECHA_KNIGHT_ELITE,5,11,1,53,85,117,1,6,CARD.MAKE_IT_SO,Make It So,0,1
1781782862,44,unknown,EVENT.SYMBIOTE,0,0,0,53,85,117,0,0,,,0,0
1781782862,45,unknown,,0,0,0,53,85,29,0,5,,,0,0
1781782862,46,unknown,ENCOUNTER.FABRICATOR_NORMAL,2,2,1,52,86,38,2,3,CARD.CLOAK_OF_STARS,Cloak Of Stars,0,1
1781782862,47,rest_site,,0,0,0,52,86,38,0,0,,,0,0
1781782862,48,boss,ENCOUNTER.AEONGLASS_BOSS,8,42,1,11,87,38,1,0,,,3,0
1781734701,1,ancient,EVENT.NEOW,0,12,75,63,63,99,0,0,,,0,0
1781734701,2,monster,ENCOUNTER.SLIMES_WEAK,3,6,0,57,63,119,3,3,CARD.ALIGNMENT,Alignment,0,0
1781734701,3,unknown,EVENT.THE_LEGENDS_WERE_TRUE,0,0,0,57,63,119,0,0,,,0,0
1781734701,4,monster,ENCOUNTER.NIBBITS_WEAK,4,2,0,55,63,133,1,3,CARD.BOMBARDMENT,Bombardment,0,1
1781734701,5,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK,4,4,0,51,63,152,1,3,CARD.WROUGHT_IN_WAR,Wrought In War,0,1
1781734701,6,unknown,EVENT.WOOD_CARVINGS,0,0,0,51,63,152,0,0,,,0,0
1781734701,7,elite,ENCOUNTER.PHROG_PARASITE_ELITE,4,6,0,45,63,196,2,3,CARD.PARRY,Parry,0,1
1781734701,8,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL,3,4,0,41,63,215,2,3,CARD.SUMMON_FORTH,Summon Forth,0,0
1781734701,9,treasure,,0,0,0,41,63,264,0,0,,,0,0
1781734701,10,rest_site,,0,0,0,41,63,264,0,0,,,0,0
1781734701,11,monster,ENCOUNTER.NIBBITS_NORMAL,3,0,0,41,63,280,2,3,CARD.COSMIC_INDIFFERENCE,Cosmic Indifference,0,0
1781734701,12,elite,ENCOUNTER.BYRDONIS_ELITE,4,13,0,28,63,322,1,3,CARD.BIG_BANG,Big Bang,1,0
1781734701,13,monster,ENCOUNTER.OVERGROWTH_CRAWLERS,2,0,0,28,63,340,2,3,CARD.PARRY,Parry,0,0
1781734701,14,unknown,ENCOUNTER.MAWLER_NORMAL,2,0,0,28,63,354,1,3,CARD.GLITTERSTREAM,Glitterstream,0,1
1781734701,15,rest_site,,0,0,18,46,63,354,0,0,,,0,0
1781734701,16,boss,ENCOUNTER.CEREMONIAL_BEAST_BOSS,7,14,0,32,63,454,1,3,CARD.BEAT_INTO_SHAPE,Beat Into Shape,1,0
1781734701,17,ancient,EVENT.TEZCATARA,0,0,31,63,63,454,0,0,,,0,0
1781734701,18,monster,ENCOUNTER.EXOSKELETONS_WEAK,5,15,0,48,63,470,3,3,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,0,0
1781734701,19,shop,,0,0,0,48,63,145,0,5,,,0,0
1781734701,20,unknown,EVENT.ROOM_FULL_OF_CHEESE,0,14,0,34,63,145,0,0,,,0,0
1781734701,21,monster,ENCOUNTER.THIEVING_HOPPER_WEAK,4,10,1,25,64,155,1,3,,,0,0
1781734701,22,unknown,EVENT.POTION_COURIER,0,0,0,25,64,155,0,0,,,0,2
1781734701,23,unknown,ENCOUNTER.OVICOPTER_NORMAL,4,0,1,26,65,174,2,3,CARD.REFINE_BLADE,Refine Blade,0,0
1781734701,24,treasure,,0,0,0,26,65,818,0,0,,,0,0
1781734701,25,elite,ENCOUNTER.ENTOMANCER_ELITE,4,8,1,19,66,875,1,3,,,0,0
1781734701,26,rest_site,,0,0,19,38,66,875,0,0,,,0,0
1781734701,27,elite,ENCOUNTER.DECIMILLIPEDE_ELITE,4,14,1,25,67,929,3,3,CARD.ORBIT,Orbit,0,0
1781734701,28,shop,,0,0,0,25,67,670,0,7,,,2,1
1781734701,29,unknown,ENCOUNTER.BOWLBUGS_NORMAL,5,9,1,17,68,703,3,3,,,0,1
1781734701,30,rest_site,,0,0,20,37,68,703,0,0,,,0,0
1781734701,31,boss,ENCOUNTER.THE_INSATIABLE_BOSS,7,2,1,36,69,818,1,3,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,2,0
1781734701,32,ancient,EVENT.TANX,0,0,33,69,69,818,0,0,,,0,0
1781734701,33,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK,4,0,1,70,70,844,3,3,,,0,0
1781734701,34,unknown,EVENT.SLIPPERY_BRIDGE,0,0,0,70,70,844,0,0,,,0,0
1781734701,35,monster,ENCOUNTER.TURRET_OPERATOR_WEAK,5,9,1,62,71,877,2,3,CARD.SOLAR_STRIKE,Solar Strike,0,0
1781734701,36,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL,4,0,1,63,72,909,1,3,CARD.ALIGNMENT,Alignment,0,1
1781734701,37,shop,,0,0,5,68,77,548,0,6,,,1,0
1781734701,38,treasure,,0,0,0,68,77,593,0,0,,,0,0
1781734701,39,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL,5,32,1,37,78,624,1,3,CARD.PARTICLE_WALL,Particle Wall,0,1
1781734701,40,rest_site,,0,0,0,37,78,624,0,0,,,0,0
1781734701,41,elite,ENCOUNTER.MECHA_KNIGHT_ELITE,7,15,1,23,79,681,1,3,,,1,0
