run_id,floor,monster_position,monster_id,monster_name,floor_type,encounter
1781853392,23,1,MONSTER.BOWLBUG_ROCK,Bowlbug Rock,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781853392,23,2,MONSTER.BOWLBUG_SILK,Bowlbug Silk,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781853392,23,3,MONSTER.SLUMBERING_BEETLE,Slumbering Beetle,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781853392,24,1,MONSTER.LOUSE_PROGENITOR,Louse Progenitor,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1781853392,28,1,MONSTER.ENTOMANCER,Entomancer,elite,ENCOUNTER.ENTOMANCER_ELITE
1781853392,30,1,MONSTER.MYTE,Myte,monster,ENCOUNTER.MYTES_NORMAL
1781853392,30,2,MONSTER.MYTE,Myte,monster,ENCOUNTER.MYTES_NORMAL
1781853392,31,1,MONSTER.DECIMILLIPEDE_SEGMENT_FRONT,Decimillipede Segment Front,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781853392,31,2,MONSTER.DECIMILLIPEDE_SEGMENT_MIDDLE,Decimillipede Segment Middle,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781853392,31,3,MONSTER.DECIMILLIPEDE_SEGMENT_BACK,Decimillipede Segment Back,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781853392,33,1,MONSTER.CRUSHER,Crusher,boss,ENCOUNTER.KAISER_CRAB_BOSS
1781853392,33,2,MONSTER.ROCKET,Rocket,boss,ENCOUNTER.KAISER_CRAB_BOSS
1781853392,35,1,MONSTER.LIVING_SHIELD,Living Shield,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781853392,35,2,MONSTER.TURRET_OPERATOR,Turret Operator,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781853392,36,1,MONSTER.DEVOTED_SCULPTOR,Devoted Sculptor,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1781853392,37,1,MONSTER.OWL_MAGISTRATE,Owl Magistrate,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL
1781853392,38,1,MONSTER.GLOBE_HEAD,Globe Head,monster,ENCOUNTER.GLOBE_HEAD_NORMAL
1781853392,39,1,MONSTER.AXEBOT,Axebot,unknown,ENCOUNTER.AXEBOTS_NORMAL
1781853392,43,1,MONSTER.FLAIL_KNIGHT,Flail Knight,elite,ENCOUNTER.KNIGHTS_ELITE
1781853392,43,2,MONSTER.SPECTRAL_KNIGHT,Spectral Knight,elite,ENCOUNTER.KNIGHTS_ELITE
1781853392,43,3,MONSTER.MAGI_KNIGHT,Magi Knight,elite,ENCOUNTER.KNIGHTS_ELITE
1781853392,45,1,MONSTER.SLIMED_BERSERKER,Slimed Berserker,unknown,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781853392,48,1,MONSTER.TORCH_HEAD_AMALGAM,Torch Head Amalgam,boss,ENCOUNTER.QUEEN_BOSS
1781853392,48,2,MONSTER.QUEEN,Queen,boss,ENCOUNTER.QUEEN_BOSS
1781829488,2,1,MONSTER.SHRINKER_BEETLE,Shrinker Beetle,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781829488,3,1,MONSTER.FUZZY_WURM_CRAWLER,Fuzzy Wurm Crawler,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781829488,5,1,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_WEAK
1781829488,6,1,MONSTER.SHRINKER_BEETLE,Shrinker Beetle,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781829488,6,2,MONSTER.FUZZY_WURM_CRAWLER,Fuzzy Wurm Crawler,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781829488,7,1,MONSTER.SNAPPING_JAXFRUIT,Snapping Jaxfruit,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781829488,7,2,MONSTER.SLITHERING_STRANGLER,Slithering Strangler,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781829488,9,1,MONSTER.INKLET,Inklet,monster,ENCOUNTER.INKLETS_NORMAL
1781829488,9,2,MONSTER.INKLET,Inklet,monster,ENCOUNTER.INKLETS_NORMAL
1781829488,9,3,MONSTER.INKLET,Inklet,monster,ENCOUNTER.INKLETS_NORMAL
1781829488,12,1,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_NORMAL
1781829488,12,2,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_NORMAL
1781829488,14,1,MONSTER.PHROG_PARASITE,Phrog Parasite,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781829488,14,2,MONSTER.WRIGGLER,Wriggler,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781829488,17,1,MONSTER.VANTOM,Vantom,boss,ENCOUNTER.VANTOM_BOSS
1781829488,19,1,MONSTER.TUNNELER,Tunneler,monster,ENCOUNTER.TUNNELER_WEAK
1781829488,20,1,MONSTER.BOWLBUG_ROCK,Bowlbug Rock,monster,ENCOUNTER.BOWLBUGS_WEAK
1781829488,20,2,MONSTER.BOWLBUG_NECTAR,Bowlbug Nectar,monster,ENCOUNTER.BOWLBUGS_WEAK
1781829488,21,1,MONSTER.CHOMPER,Chomper,monster,ENCOUNTER.CHOMPERS_NORMAL
1781829488,21,2,MONSTER.CHOMPER,Chomper,monster,ENCOUNTER.CHOMPERS_NORMAL
1781829488,24,1,MONSTER.ENTOMANCER,Entomancer,elite,ENCOUNTER.ENTOMANCER_ELITE
1781829488,27,1,MONSTER.LOUSE_PROGENITOR,Louse Progenitor,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1781829488,29,1,MONSTER.BOWLBUG_ROCK,Bowlbug Rock,unknown,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781829488,29,2,MONSTER.BOWLBUG_SILK,Bowlbug Silk,unknown,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781829488,29,3,MONSTER.SLUMBERING_BEETLE,Slumbering Beetle,unknown,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781789392,2,1,MONSTER.CORPSE_SLUG,Corpse Slug,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781789392,2,2,MONSTER.CORPSE_SLUG,Corpse Slug,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781789392,2,3,MONSTER.OSTY,Osty,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781789392,4,1,MONSTER.SEAPUNK,Seapunk,monster,ENCOUNTER.SEAPUNK_WEAK
1781789392,4,2,MONSTER.OSTY,Osty,monster,ENCOUNTER.SEAPUNK_WEAK
1781789392,5,1,MONSTER.TOADPOLE,Toadpole,monster,ENCOUNTER.TOADPOLES_WEAK
1781789392,5,2,MONSTER.TOADPOLE,Toadpole,monster,ENCOUNTER.TOADPOLES_WEAK
1781789392,5,3,MONSTER.OSTY,Osty,monster,ENCOUNTER.TOADPOLES_WEAK
1781789392,6,1,MONSTER.CALCIFIED_CULTIST,Calcified Cultist,monster,ENCOUNTER.SEAPUNK_NORMAL
1781789392,6,2,MONSTER.SEAPUNK,Seapunk,monster,ENCOUNTER.SEAPUNK_NORMAL
1781789392,6,3,MONSTER.OSTY,Osty,monster,ENCOUNTER.SEAPUNK_NORMAL
1781789392,10,1,MONSTER.SKULKING_COLONY,Skulking Colony,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1781789392,10,2,MONSTER.OSTY,Osty,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1781789392,12,1,MONSTER.PUNCH_CONSTRUCT,Punch Construct,monster,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL
1781789392,12,2,MONSTER.OSTY,Osty,monster,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL
1781789392,13,1,MONSTER.PHANTASMAL_GARDENER,Phantasmal Gardener,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,13,2,MONSTER.PHANTASMAL_GARDENER,Phantasmal Gardener,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,13,3,MONSTER.PHANTASMAL_GARDENER,Phantasmal Gardener,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,13,4,MONSTER.PHANTASMAL_GARDENER,Phantasmal Gardener,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,13,5,MONSTER.OSTY,Osty,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,16,1,MONSTER.WATERFALL_GIANT,Waterfall Giant,boss,ENCOUNTER.WATERFALL_GIANT_BOSS
1781789392,16,2,MONSTER.OSTY,Osty,boss,ENCOUNTER.WATERFALL_GIANT_BOSS
1781789392,18,1,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781789392,18,2,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781789392,18,3,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781789392,18,4,MONSTER.OSTY,Osty,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781789392,22,1,MONSTER.THIEVING_HOPPER,Thieving Hopper,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1781789392,22,2,MONSTER.OSTY,Osty,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1781789392,28,1,MONSTER.SPINY_TOAD,Spiny Toad,unknown,ENCOUNTER.SPINY_TOAD_NORMAL
1781789392,28,2,MONSTER.OSTY,Osty,unknown,ENCOUNTER.SPINY_TOAD_NORMAL
1781789392,29,1,MONSTER.ENTOMANCER,Entomancer,elite,ENCOUNTER.ENTOMANCER_ELITE
1781789392,29,2,MONSTER.OSTY,Osty,elite,ENCOUNTER.ENTOMANCER_ELITE
1781788845,2,1,MONSTER.FUZZY_WURM_CRAWLER,Fuzzy Wurm Crawler,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781788845,3,1,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_WEAK
1781788845,4,1,MONSTER.SHRINKER_BEETLE,Shrinker Beetle,unknown,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781788845,6,1,MONSTER.MAWLER,Mawler,monster,ENCOUNTER.MAWLER_NORMAL
1781788845,8,1,MONSTER.PHROG_PARASITE,Phrog Parasite,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781788845,8,2,MONSTER.WRIGGLER,Wriggler,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781788845,12,1,MONSTER.CUBEX_CONSTRUCT,Cubex Construct,monster,ENCOUNTER.CUBEX_CONSTRUCT_NORMAL
1781788845,14,1,MONSTER.FOGMOG,Fogmog,monster,ENCOUNTER.FOGMOG_NORMAL
1781788845,14,2,MONSTER.EYE_WITH_TEETH,Eye With Teeth,monster,ENCOUNTER.FOGMOG_NORMAL
1781788845,15,1,MONSTER.BYRDONIS,Byrdonis,elite,ENCOUNTER.BYRDONIS_ELITE
1781788845,17,1,MONSTER.KIN_FOLLOWER,Kin Follower,boss,ENCOUNTER.THE_KIN_BOSS
1781788845,17,2,MONSTER.KIN_FOLLOWER,Kin Follower,boss,ENCOUNTER.THE_KIN_BOSS
1781788845,17,3,MONSTER.KIN_PRIEST,Kin Priest,boss,ENCOUNTER.THE_KIN_BOSS
1781788845,19,1,MONSTER.TUNNELER,Tunneler,monster,ENCOUNTER.TUNNELER_WEAK
1781788845,29,1,MONSTER.DECIMILLIPEDE_SEGMENT_FRONT,Decimillipede Segment Front,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781788845,29,2,MONSTER.DECIMILLIPEDE_SEGMENT_MIDDLE,Decimillipede Segment Middle,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781788845,29,3,MONSTER.DECIMILLIPEDE_SEGMENT_BACK,Decimillipede Segment Back,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781788845,30,1,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781788845,30,2,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781788845,30,3,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781788845,31,1,MONSTER.ENTOMANCER,Entomancer,elite,ENCOUNTER.ENTOMANCER_ELITE
1781788845,33,1,MONSTER.THE_INSATIABLE,The Insatiable,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1781788845,35,1,MONSTER.LIVING_SHIELD,Living Shield,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781788845,35,2,MONSTER.TURRET_OPERATOR,Turret Operator,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781788845,36,1,MONSTER.DEVOTED_SCULPTOR,Devoted Sculptor,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1781788845,37,1,MONSTER.FABRICATOR,Fabricator,monster,ENCOUNTER.FABRICATOR_NORMAL
1781788845,37,2,MONSTER.STABBOT,Stabbot,monster,ENCOUNTER.FABRICATOR_NORMAL
1781788845,37,3,MONSTER.GUARDBOT,Guardbot,monster,ENCOUNTER.FABRICATOR_NORMAL
1781788845,37,4,MONSTER.ZAPBOT,Zapbot,monster,ENCOUNTER.FABRICATOR_NORMAL
1781788845,39,1,MONSTER.SLIMED_BERSERKER,Slimed Berserker,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781788845,42,1,MONSTER.SOUL_NEXUS,Soul Nexus,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1781788845,44,1,MONSTER.FLAIL_KNIGHT,Flail Knight,elite,ENCOUNTER.KNIGHTS_ELITE
1781788845,44,2,MONSTER.SPECTRAL_KNIGHT,Spectral Knight,elite,ENCOUNTER.KNIGHTS_ELITE
1781788845,44,3,MONSTER.MAGI_KNIGHT,Magi Knight,elite,ENCOUNTER.KNIGHTS_ELITE
1781788845,45,1,MONSTER.THE_LOST,The Lost,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL
1781788845,45,2,MONSTER.THE_FORGOTTEN,The Forgotten,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL
1781788845,48,1,MONSTER.TORCH_HEAD_AMALGAM,Torch Head Amalgam,boss,ENCOUNTER.QUEEN_BOSS
1781788845,48,2,MONSTER.QUEEN,Queen,boss,ENCOUNTER.QUEEN_BOSS
1781782862,2,1,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_WEAK
1781782862,3,1,MONSTER.SHRINKER_BEETLE,Shrinker Beetle,unknown,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781782862,6,1,MONSTER.LEAF_SLIME_S,Leaf Slime S,monster,ENCOUNTER.SLIMES_WEAK
1781782862,6,2,MONSTER.TWIG_SLIME_M,Twig Slime M,monster,ENCOUNTER.SLIMES_WEAK
1781782862,6,3,MONSTER.TWIG_SLIME_S,Twig Slime S,monster,ENCOUNTER.SLIMES_WEAK
1781782862,7,1,MONSTER.INKLET,Inklet,monster,ENCOUNTER.INKLETS_NORMAL
1781782862,7,2,MONSTER.INKLET,Inklet,monster,ENCOUNTER.INKLETS_NORMAL
1781782862,7,3,MONSTER.INKLET,Inklet,monster,ENCOUNTER.INKLETS_NORMAL
1781782862,8,1,MONSTER.BYRDONIS,Byrdonis,elite,ENCOUNTER.BYRDONIS_ELITE
1781782862,11,1,MONSTER.SHRINKER_BEETLE,Shrinker Beetle,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781782862,11,2,MONSTER.FUZZY_WURM_CRAWLER,Fuzzy Wurm Crawler,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781782862,13,1,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_NORMAL
1781782862,13,2,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_NORMAL
1781782862,14,1,MONSTER.BYGONE_EFFIGY,Bygone Effigy,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1781782862,15,1,MONSTER.SNAPPING_JAXFRUIT,Snapping Jaxfruit,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781782862,15,2,MONSTER.SLITHERING_STRANGLER,Slithering Strangler,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781782862,17,1,MONSTER.KIN_FOLLOWER,Kin Follower,boss,ENCOUNTER.THE_KIN_BOSS
1781782862,17,2,MONSTER.KIN_FOLLOWER,Kin Follower,boss,ENCOUNTER.THE_KIN_BOSS
1781782862,17,3,MONSTER.KIN_PRIEST,Kin Priest,boss,ENCOUNTER.THE_KIN_BOSS
1781782862,19,1,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781782862,19,2,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781782862,19,3,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781782862,22,1,MONSTER.BOWLBUG_ROCK,Bowlbug Rock,monster,ENCOUNTER.BOWLBUGS_WEAK
1781782862,22,2,MONSTER.BOWLBUG_EGG,Bowlbug Egg,monster,ENCOUNTER.BOWLBUGS_WEAK
1781782862,23,1,MONSTER.MYTE,Myte,unknown,ENCOUNTER.MYTES_NORMAL
1781782862,23,2,MONSTER.MYTE,Myte,unknown,ENCOUNTER.MYTES_NORMAL
1781782862,24,1,MONSTER.THE_OBSCURA,The Obscura,monster,ENCOUNTER.THE_OBSCURA_NORMAL
1781782862,24,2,MONSTER.PARAFRIGHT,Parafright,monster,ENCOUNTER.THE_OBSCURA_NORMAL
1781782862,27,1,MONSTER.OVICOPTER,Ovicopter,monster,ENCOUNTER.OVICOPTER_NORMAL
1781782862,27,2,MONSTER.TOUGH_EGG,Tough Egg,monster,ENCOUNTER.OVICOPTER_NORMAL
1781782862,28,1,MONSTER.DECIMILLIPEDE_SEGMENT_FRONT,Decimillipede Segment Front,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781782862,28,2,MONSTER.DECIMILLIPEDE_SEGMENT_MIDDLE,Decimillipede Segment Middle,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781782862,28,3,MONSTER.DECIMILLIPEDE_SEGMENT_BACK,Decimillipede Segment Back,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781782862,30,1,MONSTER.BOWLBUG_ROCK,Bowlbug Rock,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781782862,30,2,MONSTER.BOWLBUG_SILK,Bowlbug Silk,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781782862,30,3,MONSTER.SLUMBERING_BEETLE,Slumbering Beetle,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781782862,31,1,MONSTER.ENTOMANCER,Entomancer,elite,ENCOUNTER.ENTOMANCER_ELITE
1781782862,33,1,MONSTER.THE_INSATIABLE,The Insatiable,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1781782862,35,1,MONSTER.DEVOTED_SCULPTOR,Devoted Sculptor,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1781782862,37,1,MONSTER.LIVING_SHIELD,Living Shield,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781782862,37,2,MONSTER.TURRET_OPERATOR,Turret Operator,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781782862,38,1,MONSTER.SCROLL_OF_BITING,Scroll Of Biting,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1781782862,38,2,MONSTER.SCROLL_OF_BITING,Scroll Of Biting,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1781782862,38,3,MONSTER.SCROLL_OF_BITING,Scroll Of Biting,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1781782862,38,4,MONSTER.SCROLL_OF_BITING,Scroll Of Biting,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1781782862,40,1,MONSTER.SOUL_NEXUS,Soul Nexus,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1781782862,43,1,MONSTER.MECHA_KNIGHT,Mecha Knight,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1781782862,46,1,MONSTER.FABRICATOR,Fabricator,unknown,ENCOUNTER.FABRICATOR_NORMAL
1781782862,46,2,MONSTER.STABBOT,Stabbot,unknown,ENCOUNTER.FABRICATOR_NORMAL
1781782862,48,1,MONSTER.AEONGLASS,Aeonglass,boss,ENCOUNTER.AEONGLASS_BOSS
1781734701,2,1,MONSTER.LEAF_SLIME_S,Leaf Slime S,monster,ENCOUNTER.SLIMES_WEAK
1781734701,2,2,MONSTER.LEAF_SLIME_M,Leaf Slime M,monster,ENCOUNTER.SLIMES_WEAK
1781734701,2,3,MONSTER.TWIG_SLIME_S,Twig Slime S,monster,ENCOUNTER.SLIMES_WEAK
1781734701,4,1,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_WEAK
1781734701,5,1,MONSTER.SHRINKER_BEETLE,Shrinker Beetle,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781734701,7,1,MONSTER.PHROG_PARASITE,Phrog Parasite,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781734701,7,2,MONSTER.WRIGGLER,Wriggler,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781734701,8,1,MONSTER.SNAPPING_JAXFRUIT,Snapping Jaxfruit,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1781734701,8,2,MONSTER.FLYCONID,Flyconid,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1781734701,11,1,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_NORMAL
1781734701,11,2,MONSTER.NIBBIT,Nibbit,monster,ENCOUNTER.NIBBITS_NORMAL
1781734701,12,1,MONSTER.BYRDONIS,Byrdonis,elite,ENCOUNTER.BYRDONIS_ELITE
1781734701,13,1,MONSTER.SHRINKER_BEETLE,Shrinker Beetle,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781734701,13,2,MONSTER.FUZZY_WURM_CRAWLER,Fuzzy Wurm Crawler,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781734701,14,1,MONSTER.MAWLER,Mawler,unknown,ENCOUNTER.MAWLER_NORMAL
1781734701,16,1,MONSTER.CEREMONIAL_BEAST,Ceremonial Beast,boss,ENCOUNTER.CEREMONIAL_BEAST_BOSS
1781734701,18,1,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781734701,18,2,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781734701,18,3,MONSTER.EXOSKELETON,Exoskeleton,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781734701,21,1,MONSTER.THIEVING_HOPPER,Thieving Hopper,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1781734701,23,1,MONSTER.OVICOPTER,Ovicopter,unknown,ENCOUNTER.OVICOPTER_NORMAL
1781734701,23,2,MONSTER.TOUGH_EGG,Tough Egg,unknown,ENCOUNTER.OVICOPTER_NORMAL
1781734701,25,1,MONSTER.ENTOMANCER,Entomancer,elite,ENCOUNTER.ENTOMANCER_ELITE
1781734701,27,1,MONSTER.DECIMILLIPEDE_SEGMENT_FRONT,Decimillipede Segment Front,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781734701,27,2,MONSTER.DECIMILLIPEDE_SEGMENT_MIDDLE,Decimillipede Segment Middle,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781734701,27,3,MONSTER.DECIMILLIPEDE_SEGMENT_BACK,Decimillipede Segment Back,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781734701,29,1,MONSTER.BOWLBUG_ROCK,Bowlbug Rock,unknown,ENCOUNTER.BOWLBUGS_NORMAL
1781734701,29,2,MONSTER.BOWLBUG_NECTAR,Bowlbug Nectar,unknown,ENCOUNTER.BOWLBUGS_NORMAL
1781734701,29,3,MONSTER.BOWLBUG_SILK,Bowlbug Silk,unknown,ENCOUNTER.BOWLBUGS_NORMAL
1781734701,31,1,MONSTER.THE_INSATIABLE,The Insatiable,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1781734701,33,1,MONSTER.SCROLL_OF_BITING,Scroll Of Biting,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1781734701,33,2,MONSTER.SCROLL_OF_BITING,Scroll Of Biting,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1781734701,33,3,MONSTER.SCROLL_OF_BITING,Scroll Of Biting,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1781734701,35,1,MONSTER.LIVING_SHIELD,Living Shield,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781734701,35,2,MONSTER.TURRET_OPERATOR,Turret Operator,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781734701,36,1,MONSTER.SLIMED_BERSERKER,Slimed Berserker,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781734701,39,1,MONSTER.OWL_MAGISTRATE,Owl Magistrate,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL
1781734701,41,1,MONSTER.MECHA_KNIGHT,Mecha Knight,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1781734701,43,1,MONSTER.FLAIL_KNIGHT,Flail Knight,elite,ENCOUNTER.KNIGHTS_ELITE
