run_id,floor,potion_position,potion_id,potion_name,floor_type,encounter
1781788845,15,1,POTION.ATTACK_POTION,Attack Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1781788845,17,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,boss,ENCOUNTER.THE_KIN_BOSS
1781788845,29,1,POTION.SPEED_POTION,Speed Potion,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781788845,31,1,POTION.BEETLE_JUICE,Beetle Juice,elite,ENCOUNTER.ENTOMANCER_ELITE
1781788845,33,1,POTION.FIRE_POTION,Fire Potion,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1781788845,39,1,POTION.FYSH_OIL,Fysh Oil,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781782862,6,1,POTION.STABLE_SERUM,Stable Serum,monster,ENCOUNTER.SLIMES_WEAK
1781782862,8,1,POTION.SPEED_POTION,Speed Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1781782862,15,1,POTION.KINGS_COURAGE,Kings Courage,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781782862,19,1,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781782862,23,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,unknown,ENCOUNTER.MYTES_NORMAL
1781782862,24,1,POTION.FRUIT_JUICE,Fruit Juice,monster,ENCOUNTER.THE_OBSCURA_NORMAL
1781782862,30,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781782862,31,1,POTION.VULNERABLE_POTION,Vulnerable Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1781782862,33,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1781782862,35,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1781782862,38,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.SCROLLS_OF_BITING_NORMAL
1781782862,40,1,POTION.ENERGY_POTION,Energy Potion,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1781782862,43,1,POTION.COSMIC_CONCOCTION,Cosmic Concoction,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1781782862,46,1,POTION.SWIFT_POTION,Swift Potion,unknown,ENCOUNTER.FABRICATOR_NORMAL
1781734701,4,1,POTION.MAZALETHS_GIFT,Mazaleths Gift,monster,ENCOUNTER.NIBBITS_WEAK
1781734701,5,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781734701,7,1,POTION.STAR_POTION,Star Potion,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781734701,14,1,POTION.RADIANT_TINCTURE,Radiant Tincture,unknown,ENCOUNTER.MAWLER_NORMAL
1781734701,22,1,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1781734701,22,2,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1781734701,28,1,POTION.POWER_POTION,Power Potion,shop,
1781734701,29,1,POTION.DEXTERITY_POTION,Dexterity Potion,unknown,ENCOUNTER.BOWLBUGS_NORMAL
1781734701,36,1,POTION.FRUIT_JUICE,Fruit Juice,monster,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781734701,39,1,POTION.TOUCH_OF_INSANITY,Touch Of Insanity,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL
1781734701,42,1,POTION.WEAK_POTION,Weak Potion,shop,
1781655681,1,1,POTION.FAIRY_IN_A_BOTTLE,Fairy In A Bottle,ancient,EVENT.NEOW
1781655681,1,2,POTION.COLORLESS_POTION,Colorless Potion,ancient,EVENT.NEOW
1781655681,11,1,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781655681,14,1,POTION.WEAK_POTION,Weak Potion,unknown,ENCOUNTER.GREMLIN_MERC_NORMAL
1781655681,17,1,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.SOUL_FYSH_BOSS
1781655681,19,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.TUNNELER_WEAK
1781655681,23,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.THE_OBSCURA_NORMAL
1781655681,28,1,POTION.CURE_ALL,Cure All,monster,ENCOUNTER.EXOSKELETONS_NORMAL
1781649462,2,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.SLUDGE_SPINNER_WEAK
1781649462,7,1,POTION.ENTROPIC_BREW,Entropic Brew,elite,ENCOUNTER.TERROR_EEL_ELITE
1781649462,13,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781649462,14,1,POTION.SHACKLING_POTION,Shackling Potion,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781649462,19,1,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1781649462,19,2,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1781649462,27,1,POTION.POTION_OF_DOOM,Potion Of Doom,shop,
1781649462,29,1,POTION.STABLE_SERUM,Stable Serum,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781649462,29,2,POTION.DEXTERITY_POTION,Dexterity Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781649462,29,3,POTION.GIGANTIFICATION_POTION,Gigantification Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781649462,29,4,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781649462,33,1,POTION.GIGANTIFICATION_POTION,Gigantification Potion,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1781649462,35,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1781649462,41,1,POTION.DUPLICATOR,Duplicator,shop,
1781639902,2,1,POTION.OROBIC_ACID,Orobic Acid,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781639902,4,1,POTION.CLARITY,Clarity,monster,ENCOUNTER.SLUDGE_SPINNER_WEAK
1781639902,25,1,POTION.DISTILLED_CHAOS,Distilled Chaos,monster,ENCOUNTER.SPINY_TOAD_NORMAL
1781639902,30,1,POTION.POTION_OF_BINDING,Potion Of Binding,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781639902,36,1,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1781639902,36,2,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1781639902,43,1,POTION.VULNERABLE_POTION,Vulnerable Potion,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1781639902,45,1,POTION.FYSH_OIL,Fysh Oil,elite,ENCOUNTER.KNIGHTS_ELITE
1781639902,46,1,POTION.POISON_POTION,Poison Potion,unknown,ENCOUNTER.GLOBE_HEAD_NORMAL
1781639066,7,1,POTION.POWER_POTION,Power Potion,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781639066,8,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781556560,2,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1781556560,9,1,POTION.LIQUID_BRONZE,Liquid Bronze,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1781556560,13,1,POTION.ATTACK_POTION,Attack Potion,unknown,EVENT.PUNCH_OFF
1781556560,13,2,POTION.SWIFT_POTION,Swift Potion,unknown,EVENT.PUNCH_OFF
1781556560,17,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,boss,ENCOUNTER.SOUL_FYSH_BOSS
1781556560,21,1,POTION.COLORLESS_POTION,Colorless Potion,unknown,EVENT.THE_LANTERN_KEY
1781556560,23,1,POTION.ENERGY_POTION,Energy Potion,unknown,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1781556560,30,1,POTION.LUCKY_TONIC,Lucky Tonic,elite,ENCOUNTER.ENTOMANCER_ELITE
1781549277,2,1,POTION.MAZALETHS_GIFT,Mazaleths Gift,monster,ENCOUNTER.SLIMES_WEAK
1781549277,3,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781549277,11,1,POTION.VULNERABLE_POTION,Vulnerable Potion,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1781484745,3,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.SLIMES_WEAK
1781484745,8,1,POTION.COLORLESS_POTION,Colorless Potion,monster,ENCOUNTER.MAWLER_NORMAL
1781484745,15,1,POTION.FORTIFIER,Fortifier,unknown,ENCOUNTER.VINE_SHAMBLER_NORMAL
1781484745,17,1,POTION.ENERGY_POTION,Energy Potion,boss,ENCOUNTER.VANTOM_BOSS
1781484745,21,1,POTION.POISON_POTION,Poison Potion,monster,ENCOUNTER.BOWLBUGS_WEAK
1781484745,25,1,POTION.CURE_ALL,Cure All,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781484745,30,1,POTION.CURE_ALL,Cure All,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1781484745,31,1,POTION.TOUCH_OF_INSANITY,Touch Of Insanity,shop,
1781484745,33,1,POTION.SKILL_POTION,Skill Potion,boss,ENCOUNTER.KNOWLEDGE_DEMON_BOSS
1781484745,42,1,POTION.RADIANT_TINCTURE,Radiant Tincture,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1781484745,46,1,POTION.CURE_ALL,Cure All,shop,
1781217192,1,1,POTION.SWIFT_POTION,Swift Potion,ancient,EVENT.NEOW
1781217192,2,1,POTION.FLEX_POTION,Flex Potion,monster,ENCOUNTER.NIBBITS_WEAK
1781217192,5,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781217192,11,1,POTION.SWIFT_POTION,Swift Potion,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1781217192,13,1,POTION.POWER_POTION,Power Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1781217192,14,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.FLYCONID_NORMAL
1781217192,16,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.VANTOM_BOSS
1781217192,16,2,POTION.ENTROPIC_BREW,Entropic Brew,boss,ENCOUNTER.VANTOM_BOSS
1781217192,18,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.TUNNELER_WEAK
1781217192,22,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,unknown,ENCOUNTER.EXOSKELETONS_WEAK
1781217192,22,2,POTION.VULNERABLE_POTION,Vulnerable Potion,unknown,ENCOUNTER.EXOSKELETONS_WEAK
1781217192,26,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.ENTOMANCER_ELITE
1781217192,26,2,POTION.FYSH_OIL,Fysh Oil,elite,ENCOUNTER.ENTOMANCER_ELITE
1781217192,26,3,POTION.POTION_OF_BINDING,Potion Of Binding,elite,ENCOUNTER.ENTOMANCER_ELITE
1781217192,29,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781217192,29,2,POTION.SWIFT_POTION,Swift Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1781217192,31,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.KNOWLEDGE_DEMON_BOSS
1781217192,31,2,POTION.WEAK_POTION,Weak Potion,boss,ENCOUNTER.KNOWLEDGE_DEMON_BOSS
1781217192,36,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1781217192,40,1,POTION.STAR_POTION,Star Potion,shop,
1781217192,43,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1781217192,43,2,POTION.ENERGY_POTION,Energy Potion,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1781175779,3,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.NIBBITS_WEAK
1781175779,6,1,POTION.STRENGTH_POTION,Strength Potion,monster,ENCOUNTER.VINE_SHAMBLER_NORMAL
1781175779,13,1,POTION.ENERGY_POTION,Energy Potion,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1781175779,17,1,POTION.STRENGTH_POTION,Strength Potion,boss,ENCOUNTER.CEREMONIAL_BEAST_BOSS
1781175779,19,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.BOWLBUGS_WEAK
1781175779,22,1,POTION.POISON_POTION,Poison Potion,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1781175779,24,1,POTION.BLOCK_POTION,Block Potion,shop,
1781175779,31,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.HUNTER_KILLER_NORMAL
1781175779,40,1,POTION.DUPLICATOR,Duplicator,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1781175779,43,1,POTION.LIQUID_BRONZE,Liquid Bronze,elite,ENCOUNTER.SOUL_NEXUS_ELITE
1781175779,44,1,POTION.ENERGY_POTION,Energy Potion,rest_site,
1781175779,44,2,POTION.GIGANTIFICATION_POTION,Gigantification Potion,rest_site,
1781175779,46,1,POTION.STRENGTH_POTION,Strength Potion,elite,ENCOUNTER.KNIGHTS_ELITE
1781175779,47,1,POTION.WEAK_POTION,Weak Potion,rest_site,
1780961235,2,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1780961235,6,1,POTION.STRENGTH_POTION,Strength Potion,unknown,EVENT.ENDLESS_CONVEYOR
1780961235,10,1,POTION.SWIFT_POTION,Swift Potion,monster,ENCOUNTER.SLUDGE_SPINNER_WEAK
1780961235,13,1,POTION.KINGS_COURAGE,Kings Courage,elite,ENCOUNTER.TERROR_EEL_ELITE
1780961235,16,1,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.WATERFALL_GIANT_BOSS
1780961235,21,1,POTION.HEART_OF_IRON,Heart Of Iron,shop,
1780961235,22,1,POTION.RADIANT_TINCTURE,Radiant Tincture,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1780961235,26,1,POTION.FIRE_POTION,Fire Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1780959402,2,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1780959402,5,1,POTION.FAIRY_IN_A_BOTTLE,Fairy In A Bottle,unknown,EVENT.ENDLESS_CONVEYOR
1780959402,7,1,POTION.POWER_POTION,Power Potion,unknown,ENCOUNTER.HAUNTED_SHIP_NORMAL
1780959402,10,1,POTION.SPEED_POTION,Speed Potion,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1780858880,3,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1780858880,5,1,POTION.KINGS_COURAGE,Kings Courage,monster,ENCOUNTER.HAUNTED_SHIP_NORMAL
1780858880,13,1,POTION.ATTACK_POTION,Attack Potion,elite,ENCOUNTER.TERROR_EEL_ELITE
1780858880,14,1,POTION.VULNERABLE_POTION,Vulnerable Potion,monster,ENCOUNTER.FOSSIL_STALKER_NORMAL
1780858880,21,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.BOWLBUGS_WEAK
1780858880,22,1,POTION.SKILL_POTION,Skill Potion,monster,ENCOUNTER.SPINY_TOAD_NORMAL
1780858880,23,1,POTION.SKILL_POTION,Skill Potion,shop,
1780858880,25,1,POTION.SPEED_POTION,Speed Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780858880,28,1,POTION.FIRE_POTION,Fire Potion,monster,ENCOUNTER.MYTES_NORMAL
1780858880,29,1,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780858880,30,1,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780858880,30,2,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780858880,30,3,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780858880,38,1,POTION.CLARITY,Clarity,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1780851438,2,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1780851438,3,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.TOADPOLES_WEAK
1780851438,7,1,POTION.DROPLET_OF_PRECOGNITION,Droplet Of Precognition,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1780851438,9,1,POTION.FLEX_POTION,Flex Potion,elite,ENCOUNTER.TERROR_EEL_ELITE
1780851438,17,1,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.LAGAVULIN_MATRIARCH_BOSS
1780851438,24,1,POTION.STABLE_SERUM,Stable Serum,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780851438,30,1,POTION.SPEED_POTION,Speed Potion,monster,ENCOUNTER.MYTES_NORMAL
1780851438,31,1,POTION.SHACKLING_POTION,Shackling Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780767913,3,1,POTION.FORTIFIER,Fortifier,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1780767913,4,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.SLIMES_WEAK
1780767913,6,1,POTION.KINGS_COURAGE,Kings Courage,monster,ENCOUNTER.VINE_SHAMBLER_NORMAL
1780767913,14,1,POTION.MAZALETHS_GIFT,Mazaleths Gift,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1780767913,15,1,POTION.RADIANT_TINCTURE,Radiant Tincture,monster,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL
1780767913,19,1,POTION.WEAK_POTION,Weak Potion,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1780767913,20,1,POTION.DEXTERITY_POTION,Dexterity Potion,monster,ENCOUNTER.EXOSKELETONS_WEAK
1780767913,21,1,POTION.FYSH_OIL,Fysh Oil,monster,ENCOUNTER.CHOMPERS_NORMAL
1780767913,27,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780767913,29,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.EXOSKELETONS_NORMAL
1780767913,30,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL
1780767913,33,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.KNOWLEDGE_DEMON_BOSS
1780767913,35,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1780767913,36,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1780767913,36,2,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.SCROLLS_OF_BITING_WEAK
1780767913,39,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL
1780767913,39,2,POTION.SHACKLING_POTION,Shackling Potion,monster,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL
1780767913,40,1,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780767913,40,2,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780767913,40,3,POTION.FOUL_POTION,Foul Potion,unknown,EVENT.POTION_COURIER
1780767913,44,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,monster,ENCOUNTER.GLOBE_HEAD_NORMAL
1780767913,45,1,POTION.DISTILLED_CHAOS,Distilled Chaos,elite,ENCOUNTER.MECHA_KNIGHT_ELITE
1780767913,46,1,POTION.STAR_POTION,Star Potion,shop,
1780767913,46,2,POTION.DEXTERITY_POTION,Dexterity Potion,shop,
1780767913,48,1,POTION.POTION_SHAPED_ROCK,Potion Shaped Rock,boss,ENCOUNTER.DOORMAKER_BOSS
1780694464,5,1,POTION.BLOCK_POTION,Block Potion,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1780694464,8,1,POTION.VULNERABLE_POTION,Vulnerable Potion,elite,ENCOUNTER.BYRDONIS_ELITE
1780694464,14,1,POTION.STRENGTH_POTION,Strength Potion,monster,ENCOUNTER.FOGMOG_NORMAL
1780694464,16,1,POTION.VULNERABLE_POTION,Vulnerable Potion,boss,ENCOUNTER.VANTOM_BOSS
1780694464,20,1,POTION.ENTROPIC_BREW,Entropic Brew,monster,ENCOUNTER.EXOSKELETONS_WEAK
1780694464,25,1,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780694464,27,1,POTION.ENERGY_POTION,Energy Potion,shop,
1780694464,29,1,POTION.LIQUID_BRONZE,Liquid Bronze,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780694464,31,1,POTION.SKILL_POTION,Skill Potion,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1780694464,31,2,POTION.STAR_POTION,Star Potion,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1780694464,31,3,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1780694464,31,4,POTION.FLEX_POTION,Flex Potion,boss,ENCOUNTER.THE_INSATIABLE_BOSS
1780694464,33,1,POTION.SHIP_IN_A_BOTTLE,Ship In A Bottle,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1780694464,35,1,POTION.FYSH_OIL,Fysh Oil,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK
1780694464,37,1,POTION.SWIFT_POTION,Swift Potion,shop,
1780601072,2,1,POTION.HEART_OF_IRON,Heart Of Iron,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1780601072,4,1,POTION.ATTACK_POTION,Attack Potion,monster,ENCOUNTER.SLIMES_WEAK
1780601072,8,1,POTION.ENERGY_POTION,Energy Potion,monster,ENCOUNTER.SLIMES_NORMAL
1780601072,9,1,POTION.LIQUID_BRONZE,Liquid Bronze,elite,ENCOUNTER.BYRDONIS_ELITE
1780601072,13,1,POTION.ENERGY_POTION,Energy Potion,shop,
1780601072,20,1,POTION.BLESSING_OF_THE_FORGE,Blessing Of The Forge,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1780601072,27,1,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.ENTOMANCER_ELITE
1780601072,29,1,POTION.MAZALETHS_GIFT,Mazaleths Gift,elite,ENCOUNTER.DECIMILLIPEDE_ELITE
1780601072,31,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,elite,ENCOUNTER.INFESTED_PRISMS_ELITE
1780601072,37,1,POTION.POWER_POTION,Power Potion,monster,ENCOUNTER.TURRET_OPERATOR_WEAK
1780601072,42,1,POTION.DISTILLED_CHAOS,Distilled Chaos,monster,ENCOUNTER.AXEBOTS_NORMAL
1780601072,43,1,POTION.STABLE_SERUM,Stable Serum,monster,ENCOUNTER.FABRICATOR_NORMAL
1780440192,1,1,POTION.FIRE_POTION,Fire Potion,ancient,EVENT.NEOW
1780440192,2,1,POTION.EXPLOSIVE_AMPOULE,Explosive Ampoule,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1780440192,7,1,POTION.WEAK_POTION,Weak Potion,elite,ENCOUNTER.BYGONE_EFFIGY_ELITE
1780440192,10,1,POTION.SPEED_POTION,Speed Potion,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1780440192,14,1,POTION.SPEED_POTION,Speed Potion,elite,ENCOUNTER.BYRDONIS_ELITE
