run_id,floor,offer_position,card_id,card_name,picked,picked_card_id,picked_card_name,floor_type,encounter
1781853392,38,2,CARD.PILLAR_OF_CREATION,Pillar Of Creation,False,CARD.SHINING_STRIKE,Shining Strike,monster,ENCOUNTER.GLOBE_HEAD_NORMAL
1781853392,38,3,CARD.BUNDLE_OF_JOY,Bundle Of Joy,False,CARD.SHINING_STRIKE,Shining Strike,monster,ENCOUNTER.GLOBE_HEAD_NORMAL
1781853392,39,1,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,True,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,unknown,ENCOUNTER.AXEBOTS_NORMAL
1781853392,39,2,CARD.ASTRAL_PULSE,Astral Pulse,False,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,unknown,ENCOUNTER.AXEBOTS_NORMAL
1781853392,39,3,CARD.PATTER,Patter,False,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,unknown,ENCOUNTER.AXEBOTS_NORMAL
1781853392,40,1,CARD.PHOTON_CUT,Photon Cut,False,,,shop,
1781853392,40,2,CARD.SOLAR_STRIKE,Solar Strike,False,,,shop,
1781853392,40,3,CARD.CONVERGENCE,Convergence,False,,,shop,
1781853392,40,4,CARD.MANIFEST_AUTHORITY,Manifest Authority,False,,,shop,
1781853392,40,5,CARD.PILLAR_OF_CREATION,Pillar Of Creation,False,,,shop,
1781853392,40,6,CARD.IMPATIENCE,Impatience,False,,,shop,
1781853392,40,7,CARD.MASTER_OF_STRATEGY,Master Of Strategy,False,,,shop,
1781853392,43,1,CARD.HIDDEN_CACHE,Hidden Cache,True,CARD.HIDDEN_CACHE,Hidden Cache,elite,ENCOUNTER.KNIGHTS_ELITE
1781853392,43,2,CARD.KNOW_THY_PLACE,Know Thy Place,False,CARD.HIDDEN_CACHE,Hidden Cache,elite,ENCOUNTER.KNIGHTS_ELITE
1781853392,43,3,CARD.CRESCENT_SPEAR,Crescent Spear,False,CARD.HIDDEN_CACHE,Hidden Cache,elite,ENCOUNTER.KNIGHTS_ELITE
1781853392,45,1,CARD.CRESCENT_SPEAR,Crescent Spear,False,,,unknown,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781853392,45,2,CARD.ROYAL_GAMBLE,Royal Gamble,False,,,unknown,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781853392,45,3,CARD.COLLISION_COURSE,Collision Course,False,,,unknown,ENCOUNTER.SLIMED_BERSERKER_NORMAL
1781829488,1,1,CARD.RESTLESSNESS,Restlessness,False,,,ancient,EVENT.NEOW
1781829488,2,1,CARD.BULWARK,Bulwark,True,CARD.BULWARK,Bulwark,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781829488,2,2,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,False,CARD.BULWARK,Bulwark,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781829488,2,3,CARD.GLITTERSTREAM,Glitterstream,False,CARD.BULWARK,Bulwark,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK
1781829488,3,1,CARD.WROUGHT_IN_WAR,Wrought In War,True,CARD.WROUGHT_IN_WAR,Wrought In War,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781829488,3,2,CARD.REFINE_BLADE,Refine Blade,False,CARD.WROUGHT_IN_WAR,Wrought In War,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781829488,3,3,CARD.TERRAFORMING,Terraforming,False,CARD.WROUGHT_IN_WAR,Wrought In War,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781829488,5,1,CARD.FURNACE,Furnace,True,CARD.FURNACE,Furnace,monster,ENCOUNTER.NIBBITS_WEAK
1781829488,5,2,CARD.BEGONE,Begone,False,CARD.FURNACE,Furnace,monster,ENCOUNTER.NIBBITS_WEAK
1781829488,5,3,CARD.GUIDING_STAR,Guiding Star,False,CARD.FURNACE,Furnace,monster,ENCOUNTER.NIBBITS_WEAK
1781829488,6,1,CARD.FURNACE,Furnace,True,CARD.FURNACE,Furnace,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781829488,6,2,CARD.KINGLY_KICK,Kingly Kick,False,CARD.FURNACE,Furnace,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781829488,6,3,CARD.CRUSH_UNDER,Crush Under,False,CARD.FURNACE,Furnace,monster,ENCOUNTER.OVERGROWTH_CRAWLERS
1781829488,7,1,CARD.WROUGHT_IN_WAR,Wrought In War,True,CARD.WROUGHT_IN_WAR,Wrought In War,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781829488,7,2,CARD.CRUSH_UNDER,Crush Under,False,CARD.WROUGHT_IN_WAR,Wrought In War,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781829488,7,3,CARD.SPECTRUM_SHIFT,Spectrum Shift,False,CARD.WROUGHT_IN_WAR,Wrought In War,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL
1781829488,9,1,CARD.ARSENAL,Arsenal,False,,,monster,ENCOUNTER.INKLETS_NORMAL
1781829488,9,2,CARD.CELESTIAL_MIGHT,Celestial Might,False,,,monster,ENCOUNTER.INKLETS_NORMAL
1781829488,9,3,CARD.MONOLOGUE,Monologue,False,,,monster,ENCOUNTER.INKLETS_NORMAL
1781829488,12,1,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,True,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,monster,ENCOUNTER.NIBBITS_NORMAL
1781829488,12,2,CARD.PHOTON_CUT,Photon Cut,False,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,monster,ENCOUNTER.NIBBITS_NORMAL
1781829488,12,3,CARD.COLLISION_COURSE,Collision Course,False,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,monster,ENCOUNTER.NIBBITS_NORMAL
1781829488,14,1,CARD.SEEKING_EDGE,Seeking Edge,True,CARD.SEEKING_EDGE,Seeking Edge,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781829488,14,2,CARD.HIDDEN_CACHE,Hidden Cache,False,CARD.SEEKING_EDGE,Seeking Edge,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781829488,14,3,CARD.CRUSH_UNDER,Crush Under,False,CARD.SEEKING_EDGE,Seeking Edge,elite,ENCOUNTER.PHROG_PARASITE_ELITE
1781829488,17,1,CARD.ROYALTIES,Royalties,True,CARD.ROYALTIES,Royalties,boss,ENCOUNTER.VANTOM_BOSS
1781829488,17,2,CARD.SEVEN_STARS,Seven Stars,False,CARD.ROYALTIES,Royalties,boss,ENCOUNTER.VANTOM_BOSS
1781829488,17,3,CARD.CRASH_LANDING,Crash Landing,False,CARD.ROYALTIES,Royalties,boss,ENCOUNTER.VANTOM_BOSS
1781829488,19,1,CARD.CLOAK_OF_STARS,Cloak Of Stars,True,CARD.CLOAK_OF_STARS,Cloak Of Stars,monster,ENCOUNTER.TUNNELER_WEAK
1781829488,19,2,CARD.REFINE_BLADE,Refine Blade,False,CARD.CLOAK_OF_STARS,Cloak Of Stars,monster,ENCOUNTER.TUNNELER_WEAK
1781829488,19,3,CARD.ASTRAL_PULSE,Astral Pulse,False,CARD.CLOAK_OF_STARS,Cloak Of Stars,monster,ENCOUNTER.TUNNELER_WEAK
1781829488,20,1,CARD.ALIGNMENT,Alignment,True,CARD.ALIGNMENT,Alignment,monster,ENCOUNTER.BOWLBUGS_WEAK
1781829488,20,2,CARD.PATTER,Patter,False,CARD.ALIGNMENT,Alignment,monster,ENCOUNTER.BOWLBUGS_WEAK
1781829488,20,3,CARD.GLOW,Glow,False,CARD.ALIGNMENT,Alignment,monster,ENCOUNTER.BOWLBUGS_WEAK
1781829488,21,1,CARD.GLITTERSTREAM,Glitterstream,True,CARD.GLITTERSTREAM,Glitterstream,monster,ENCOUNTER.CHOMPERS_NORMAL
1781829488,21,2,CARD.REFLECT,Reflect,False,CARD.GLITTERSTREAM,Glitterstream,monster,ENCOUNTER.CHOMPERS_NORMAL
1781829488,21,3,CARD.PHOTON_CUT,Photon Cut,False,CARD.GLITTERSTREAM,Glitterstream,monster,ENCOUNTER.CHOMPERS_NORMAL
1781829488,22,1,CARD.DEVASTATE,Devastate,False,,,shop,
1781829488,22,2,CARD.ASTRAL_PULSE,Astral Pulse,False,,,shop,
1781829488,22,3,CARD.GLIMMER,Glimmer,False,,,shop,
1781829488,22,4,CARD.GLITTERSTREAM,Glitterstream,False,,,shop,
1781829488,22,5,CARD.PILLAR_OF_CREATION,Pillar Of Creation,False,,,shop,
1781829488,22,6,CARD.THE_BOMB,The Bomb,False,,,shop,
1781829488,22,7,CARD.ROLLING_BOULDER,Rolling Boulder,False,,,shop,
1781829488,24,1,CARD.SOLAR_STRIKE,Solar Strike,True,CARD.SOLAR_STRIKE,Solar Strike,elite,ENCOUNTER.ENTOMANCER_ELITE
1781829488,24,2,CARD.LUNAR_BLAST,Lunar Blast,False,CARD.SOLAR_STRIKE,Solar Strike,elite,ENCOUNTER.ENTOMANCER_ELITE
1781829488,24,3,CARD.MONARCHS_GAZE,Monarchs Gaze,False,CARD.SOLAR_STRIKE,Solar Strike,elite,ENCOUNTER.ENTOMANCER_ELITE
1781829488,27,1,CARD.REFINE_BLADE,Refine Blade,True,CARD.REFINE_BLADE,Refine Blade,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1781829488,27,2,CARD.GLOW,Glow,False,CARD.REFINE_BLADE,Refine Blade,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1781829488,27,3,CARD.COLLISION_COURSE,Collision Course,False,CARD.REFINE_BLADE,Refine Blade,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL
1781789392,1,1,CARD.SEVEN_STARS,Seven Stars,False,,,ancient,EVENT.NEOW
1781789392,1,2,CARD.HEAVENLY_DRILL,Heavenly Drill,False,,,ancient,EVENT.NEOW
1781789392,2,1,CARD.MONOLOGUE,Monologue,True,CARD.MONOLOGUE,Monologue,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781789392,2,2,CARD.BEGONE,Begone,False,CARD.MONOLOGUE,Monologue,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781789392,2,3,CARD.CELESTIAL_MIGHT,Celestial Might,False,CARD.MONOLOGUE,Monologue,monster,ENCOUNTER.CORPSE_SLUGS_WEAK
1781789392,4,1,CARD.STARDUST,Stardust,True,CARD.STARDUST,Stardust,monster,ENCOUNTER.SEAPUNK_WEAK
1781789392,4,2,CARD.ROYAL_GAMBLE,Royal Gamble,False,CARD.STARDUST,Stardust,monster,ENCOUNTER.SEAPUNK_WEAK
1781789392,4,3,CARD.KINGLY_KICK,Kingly Kick,False,CARD.STARDUST,Stardust,monster,ENCOUNTER.SEAPUNK_WEAK
1781789392,5,1,CARD.MONARCHS_GAZE,Monarchs Gaze,True,CARD.MONARCHS_GAZE,Monarchs Gaze,monster,ENCOUNTER.TOADPOLES_WEAK
1781789392,5,2,CARD.LUNAR_BLAST,Lunar Blast,False,CARD.MONARCHS_GAZE,Monarchs Gaze,monster,ENCOUNTER.TOADPOLES_WEAK
1781789392,5,3,CARD.TERRAFORMING,Terraforming,False,CARD.MONARCHS_GAZE,Monarchs Gaze,monster,ENCOUNTER.TOADPOLES_WEAK
1781789392,6,1,CARD.GLOW,Glow,True,CARD.GLOW,Glow,monster,ENCOUNTER.SEAPUNK_NORMAL
1781789392,6,2,CARD.SPECTRUM_SHIFT,Spectrum Shift,False,CARD.GLOW,Glow,monster,ENCOUNTER.SEAPUNK_NORMAL
1781789392,6,3,CARD.COLLISION_COURSE,Collision Course,False,CARD.GLOW,Glow,monster,ENCOUNTER.SEAPUNK_NORMAL
1781789392,8,1,CARD.PHOTON_CUT,Photon Cut,False,,,shop,
1781789392,8,2,CARD.BEAT_INTO_SHAPE,Beat Into Shape,False,,,shop,
1781789392,8,3,CARD.ROYALTIES,Royalties,False,,,shop,
1781789392,8,4,CARD.PROWESS,Prowess,False,,,shop,
1781789392,8,5,CARD.ETERNAL_ARMOR,Eternal Armor,False,,,shop,
1781789392,10,1,CARD.TERRAFORMING,Terraforming,True,CARD.TERRAFORMING,Terraforming,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1781789392,10,2,CARD.REFINE_BLADE,Refine Blade,False,CARD.TERRAFORMING,Terraforming,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1781789392,10,3,CARD.SEVEN_STARS,Seven Stars,False,CARD.TERRAFORMING,Terraforming,elite,ENCOUNTER.SKULKING_COLONY_ELITE
1781789392,12,1,CARD.BUNDLE_OF_JOY,Bundle Of Joy,True,CARD.BUNDLE_OF_JOY,Bundle Of Joy,monster,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL
1781789392,12,2,CARD.HIDDEN_CACHE,Hidden Cache,False,CARD.BUNDLE_OF_JOY,Bundle Of Joy,monster,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL
1781789392,12,3,CARD.GLITTERSTREAM,Glitterstream,False,CARD.BUNDLE_OF_JOY,Bundle Of Joy,monster,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL
1781789392,13,1,CARD.CRESCENT_SPEAR,Crescent Spear,True,CARD.CRESCENT_SPEAR,Crescent Spear,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,13,2,CARD.LUNAR_BLAST,Lunar Blast,False,CARD.CRESCENT_SPEAR,Crescent Spear,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,13,3,CARD.CRUSH_UNDER,Crush Under,False,CARD.CRESCENT_SPEAR,Crescent Spear,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE
1781789392,16,1,CARD.MAKE_IT_SO,Make It So,True,CARD.MAKE_IT_SO,Make It So,boss,ENCOUNTER.WATERFALL_GIANT_BOSS
1781789392,16,2,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,False,CARD.MAKE_IT_SO,Make It So,boss,ENCOUNTER.WATERFALL_GIANT_BOSS
1781789392,16,3,CARD.MONARCHS_GAZE,Monarchs Gaze,False,CARD.MAKE_IT_SO,Make It So,boss,ENCOUNTER.WATERFALL_GIANT_BOSS
1781789392,18,1,CARD.GATHER_LIGHT,Gather Light,True,CARD.GATHER_LIGHT,Gather Light,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781789392,18,2,CARD.BEGONE,Begone,False,CARD.GATHER_LIGHT,Gather Light,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781789392,18,3,CARD.CRUSH_UNDER,Crush Under,False,CARD.GATHER_LIGHT,Gather Light,monster,ENCOUNTER.EXOSKELETONS_WEAK
1781789392,19,1,CARD.CELESTIAL_MIGHT,Celestial Might,False,,,shop,
1781789392,19,2,CARD.DECISIONS_DECISIONS,Decisions Decisions,False,,,shop,
1781789392,19,3,CARD.PROWESS,Prowess,False,,,shop,
1781789392,19,4,CARD.HAND_OF_GREED,Hand Of Greed,False,,,shop,
1781789392,22,1,CARD.BLACK_HOLE,Black Hole,True,CARD.BLACK_HOLE,Black Hole,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1781789392,22,2,CARD.REFINE_BLADE,Refine Blade,False,CARD.BLACK_HOLE,Black Hole,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1781789392,22,3,CARD.KINGLY_KICK,Kingly Kick,False,CARD.BLACK_HOLE,Black Hole,monster,ENCOUNTER.THIEVING_HOPPER_WEAK
1781789392,28,1,CARD.COLLISION_COURSE,Collision Course,True,CARD.COLLISION_COURSE,Collision Course,unknown,ENCOUNTER.SPINY_TOAD_NORMAL
1781789392,28,2,CARD.STARDUST,Stardust,False,CARD.COLLISION_COURSE,Collision Course,unknown,ENCOUNTER.SPINY_TOAD_NORMAL
1781789392,28,3,CARD.KINGLY_KICK,Kingly Kick,False,CARD.COLLISION_COURSE,Collision Course,unknown,ENCOUNTER.SPINY_TOAD_NORMAL
1781788845,1,1,CARD.SEEKING_EDGE,Seeking Edge,False,,,ancient,EVENT.NEOW
1781788845,1,2,CARD.THE_SMITH,The Smith,False,,,ancient,EVENT.NEOW
1781788845,2,1,CARD.KINGLY_PUNCH,Kingly Punch,True,CARD.KINGLY_PUNCH,Kingly Punch,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781788845,2,2,CARD.ASTRAL_PULSE,Astral Pulse,False,CARD.KINGLY_PUNCH,Kingly Punch,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781788845,2,3,CARD.REFLECT,Reflect,False,CARD.KINGLY_PUNCH,Kingly Punch,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK
1781788845,3,1,CARD.QUASAR,Quasar,True,CARD.QUASAR,Quasar,monster,ENCOUNTER.NIBBITS_WEAK
